date,time,injury,age,sex
2/4/19,19:15,INJURED,40,M
2/4/19,17:30,NONE,41,M
2/4/19,08:35,INJURED,42,F
2/4/19,19:45,INJURED,43,M
2/4/19,17:25,INJURED,44,M
2/4/19,13:00,INJURED,54,M
2/4/19,11:30,INJURED,58,M
2/4/19,16:10,INJURED,59,F
2/4/19,05:30,INJURED,61,M
2/4/19,18:45,INJURED,62,M
2/4/19,13:05,INJURED,68,F
2/4/19,14:55,INJURED,0,F
2/4/19,22:20,INJURED,0,M
2/4/19,23:00,INJURED,0,M
2/4/19,15:30,INJURED,0,M
2/5/19,06:05,INJURED,22,M
2/5/19,22:30,INJURED,24,M
2/5/19,13:00,INJURED,24,M
2/5/19,20:20,INJURED,24,F
2/5/19,22:15,INJURED,25,M
2/5/19,16:50,INJURED,26,F
2/5/19,03:50,INJURED,27,M
2/5/19,18:45,INJURED,28,M
2/5/19,20:05,INJURED,29,M
2/5/19,19:15,INJURED,31,M
2/5/19,10:45,INJURED,31,M
2/5/19,16:50,INJURED,34,M
2/5/19,20:15,INJURED,37,M
2/5/19,00:05,INJURED,38,F
2/5/19,20:00,INJURED,38,M
2/5/19,05:30,INJURED,40,M
2/5/19,19:40,INJURED,42,F
2/5/19,08:45,INJURED,52,M
2/5/19,13:40,INJURED,67,F
2/5/19,17:55,INJURED,0,M
2/5/19,14:00,INJURED,0,M
2/6/19,20:30,INJURED,24,M
2/6/19,17:05,INJURED,26,M
2/6/19,11:25,NONE,40,M
2/6/19,15:30,INJURED,45,F
2/6/19,17:40,INJURED,58,F
2/6/19,13:25,INJURED,60,M
2/6/19,16:45,INJURED,63,F
2/6/19,12:40,INJURED,64,F
2/6/19,13:40,INJURED,70,M
2/7/19,20:30,INJURED,23,F
2/7/19,21:05,INJURED,25,F
2/7/19,17:55,INJURED,29,M
2/7/19,16:00,INJURED,33,M
2/7/19,18:05,INJURED,34,M
2/7/19,05:55,INJURED,35,M
2/7/19,17:50,INJURED,37,F
2/7/19,09:45,NONE,38,X
2/7/19,17:10,INJURED,41,F
2/7/19,15:40,INJURED,42,M
2/7/19,18:45,INJURED,48,M
2/7/19,09:00,INJURED,49,F
2/7/19,21:10,INJURED,54,F
2/7/19,14:03,INJURED,54,M
2/7/19,03:30,INJURED,59,M
2/7/19,13:00,INJURED,60,M
2/7/19,19:35,INJURED,60,F
2/7/19,08:05,INJURED,78,M
2/7/19,10:20,INJURED,84,F
2/7/19,13:25,INJURED,97,M
2/7/19,13:30,INJURED,0,F
2/8/19,09:10,INJURED,20,M
2/8/19,12:10,INJURED,23,F
2/8/19,15:40,NONE,28,M
2/8/19,09:15,INJURED,28,M
2/8/19,12:45,INJURED,35,M
2/8/19,18:50,INJURED,44,F
2/8/19,09:30,INJURED,56,F
2/8/19,20:30,INJURED,60,M
2/8/19,18:15,INJURED,75,M
2/9/19,14:50,INJURED,22,F
2/9/19,13:50,INJURED,24,M
2/9/19,18:15,INJURED,25,M
2/9/19,01:45,INJURED,29,F
2/9/19,05:15,INJURED,39,M
2/9/19,20:50,INJURED,41,F
2/9/19,12:55,INJURED,44,F
2/9/19,19:18,INJURED,45,M
2/9/19,15:30,INJURED,52,M
2/9/19,20:35,INJURED,55,F
2/9/19,18:25,INJURED,59,M
2/9/19,20:50,INJURED,60,M
2/9/19,19:40,INJURED,62,M
2/9/19,11:00,INJURED,64,F
2/9/19,15:23,INJURED,68,F
2/9/19,16:20,INJURED,68,M
2/9/19,06:00,INJURED,75,M
2/9/19,17:30,INJURED,0,M
2/10/19,14:25,INJURED,44,F
2/10/19,21:00,INJURED,50,F
2/10/19,22:50,INJURED,58,M
2/10/19,21:10,INJURED,59,M
2/10/19,01:35,INJURED,61,M
2/10/19,16:35,INJURED,85,F
2/10/19,01:40,NONE,0,M
2/10/19,13:00,INJURED,0,M
2/10/19,02:00,INJURED,0,F
2/10/19,01:00,INJURED,0,M
2/11/19,22:25,INJURED,20,M
2/11/19,00:05,INJURED,20,M
2/11/19,13:00,INJURED,21,M
2/11/19,15:20,INJURED,25,F
2/11/19,19:45,INJURED,30,M
2/11/19,19:10,INJURED,32,M
2/11/19,19:20,INJURED,34,M
2/11/19,12:30,INJURED,35,F
2/11/19,15:20,INJURED,35,F
2/11/19,13:25,INJURED,42,M
2/11/19,17:00,INJURED,47,M
2/11/19,07:30,INJURED,48,M
2/11/19,18:30,INJURED,51,M
2/11/19,22:25,INJURED,54,M
2/11/19,14:00,INJURED,55,F
2/11/19,13:00,INJURED,57,M
2/11/19,04:30,INJURED,57,M
2/11/19,00:10,INJURED,62,M
2/11/19,11:55,INJURED,79,F
2/12/19,08:00,INJURED,12,F
2/12/19,08:40,INJURED,18,M
2/12/19,18:00,INJURED,22,M
2/12/19,17:50,INJURED,24,F
2/12/19,11:30,INJURED,28,M
2/12/19,06:30,INJURED,31,M
2/12/19,08:30,INJURED,49,M
2/12/19,07:40,INJURED,50,M
2/12/19,22:45,INJURED,52,F
2/12/19,21:20,NONE,53,M
2/12/19,11:10,INJURED,54,F
2/12/19,08:00,INJURED,59,M
2/12/19,17:30,INJURED,60,M
2/12/19,18:15,INJURED,67,F
2/12/19,05:30,INJURED,73,F
2/12/19,09:50,INJURED,73,F
2/12/19,11:25,INJURED,74,M
2/12/19,21:20,INJURED,0,F
2/12/19,17:20,INJURED,0,X
2/12/19,16:25,INJURED,0,F
2/13/19,13:50,NONE,20,F
2/13/19,20:10,INJURED,28,M
2/13/19,19:50,INJURED,29,F
2/13/19,18:00,NONE,31,F
2/13/19,19:50,INJURED,32,M
2/13/19,21:35,INJURED,40,F
2/13/19,20:40,INJURED,44,M
2/13/19,19:30,INJURED,46,F
2/13/19,16:10,INJURED,47,F
2/13/19,06:50,INJURED,52,F
2/13/19,21:00,INJURED,55,M
2/13/19,19:35,INJURED,55,M
2/13/19,20:00,INJURED,57,F
2/13/19,20:45,INJURED,57,M
2/13/19,23:15,INJURED,61,M
2/14/19,06:30,NONE,22,M
2/14/19,21:00,INJURED,22,M
2/14/19,09:25,INJURED,23,F
2/14/19,18:50,INJURED,24,F
2/14/19,18:10,INJURED,24,F
2/14/19,06:40,INJURED,26,F
2/14/19,10:30,INJURED,27,F
2/14/19,15:30,INJURED,31,F
2/14/19,15:15,INJURED,39,M
2/14/19,22:00,INJURED,43,M
2/14/19,05:30,INJURED,47,F
2/14/19,07:43,INJURED,48,M
2/14/19,08:55,INJURED,50,F
2/14/19,00:45,INJURED,51,M
2/14/19,23:00,INJURED,56,M
2/14/19,01:45,INJURED,56,M
2/14/19,17:35,INJURED,58,F
2/14/19,08:30,INJURED,62,F
2/14/19,06:15,INJURED,0,M
2/14/19,15:00,INJURED,0,F
2/14/19,08:10,INJURED,0,M
2/15/19,14:20,INJURED,20,F
2/15/19,00:30,INJURED,22,M
2/15/19,20:50,INJURED,29,M
2/15/19,21:05,INJURED,30,M
2/15/19,22:25,NONE,31,M
2/15/19,05:30,INJURED,32,M
2/15/19,09:18,INJURED,36,F
2/15/19,22:45,INJURED,37,F
2/15/19,18:50,INJURED,42,M
2/15/19,17:40,INJURED,44,M
2/15/19,19:30,INJURED,50,M
2/15/19,19:20,INJURED,53,M
2/15/19,11:45,INJURED,60,M
2/15/19,05:25,INJURED,68,M
2/16/19,13:50,INJURED,34,M
2/16/19,20:55,INJURED,35,M
2/16/19,20:15,INJURED,35,M
2/16/19,17:30,INJURED,48,F
2/16/19,00:30,INJURED,48,M
2/16/19,12:30,INJURED,50,M
2/16/19,20:40,INJURED,53,M
2/16/19,13:15,INJURED,61,M
2/16/19,03:10,INJURED,70,M
2/16/19,11:35,INJURED,0,F
2/17/19,13:55,INJURED,20,M
2/17/19,00:30,INJURED,20,M
2/17/19,21:20,INJURED,27,F
2/17/19,01:10,INJURED,28,F
2/17/19,09:25,INJURED,38,M
2/17/19,15:30,INJURED,39,F
2/17/19,11:55,INJURED,46,M
2/17/19,09:45,INJURED,53,M
2/17/19,18:50,INJURED,53,M
2/17/19,12:45,INJURED,78,F
2/17/19,20:10,INJURED,0,M
2/17/19,13:05,INJURED,0,M
2/18/19,15:25,INJURED,26,F
2/18/19,09:44,INJURED,36,M
2/18/19,16:45,INJURED,40,M
2/18/19,18:15,INJURED,45,F
2/18/19,15:50,INJURED,45,M
2/18/19,21:00,INJURED,45,M
2/18/19,21:15,INJURED,50,M
2/18/19,22:25,INJURED,55,F
2/18/19,16:50,INJURED,61,F
2/18/19,07:15,INJURED,72,F
2/18/19,14:45,INJURED,90,M
2/19/19,13:30,INJURED,22,M
2/19/19,13:38,INJURED,23,F
2/19/19,19:30,INJURED,25,M
2/19/19,14:30,NONE,34,M
2/19/19,13:00,INJURED,36,F
2/19/19,12:30,INJURED,37,F
2/19/19,18:20,INJURED,37,M
2/19/19,07:30,INJURED,39,M
2/19/19,14:20,INJURED,41,M
2/19/19,19:00,INJURED,54,M
2/19/19,15:30,INJURED,58,M
2/19/19,15:35,INJURED,64,F
2/19/19,15:00,INJURED,99,F
2/19/19,17:00,INJURED,0,M
2/19/19,18:15,INJURED,0,M
2/19/19,15:10,INJURED,0,M
2/20/19,13:30,INJURED,26,F
2/20/19,17:23,INJURED,28,M
2/20/19,20:55,INJURED,36,F
2/20/19,18:25,INJURED,43,M
2/20/19,22:50,INJURED,48,M
2/20/19,13:00,INJURED,51,F
2/20/19,08:15,INJURED,59,F
2/20/19,05:44,NONE,61,M
2/20/19,20:40,INJURED,0,F
2/21/19,15:50,INJURED,22,M
2/21/19,17:30,INJURED,22,M
2/21/19,08:20,INJURED,32,F
2/21/19,09:20,INJURED,42,M
2/21/19,19:00,INJURED,49,F
2/21/19,09:33,INJURED,51,M
2/21/19,17:45,INJURED,54,M
2/21/19,08:10,INJURED,55,M
2/21/19,14:40,INJURED,58,F
2/21/19,13:45,NONE,62,M
2/21/19,18:28,INJURED,70,F
2/21/19,17:05,INJURED,70,M
2/21/19,08:00,INJURED,0,F
2/22/19,19:12,INJURED,20,M
2/22/19,08:20,NONE,32,M
2/22/19,10:00,INJURED,33,M
2/22/19,15:55,INJURED,37,M
2/22/19,22:45,INJURED,40,M
2/22/19,13:25,INJURED,43,M
2/22/19,16:30,INJURED,48,M
2/22/19,17:00,INJURED,53,M
2/22/19,07:15,INJURED,56,M
2/22/19,19:35,INJURED,57,M
2/22/19,08:05,INJURED,57,M
2/22/19,12:55,INJURED,59,M
2/22/19,21:30,INJURED,61,M
2/22/19,21:25,INJURED,67,M
2/22/19,16:50,INJURED,67,M
2/22/19,09:25,INJURED,73,M
2/22/19,18:41,NONE,0,M
2/22/19,18:00,INJURED,0,M
2/22/19,13:15,INJURED,0,M
2/23/19,17:25,NONE,21,M
2/23/19,19:45,INJURED,24,M
2/23/19,19:45,INJURED,25,F
2/23/19,16:25,NONE,28,M
2/23/19,18:05,INJURED,28,F
2/23/19,19:00,INJURED,31,M
2/23/19,17:40,INJURED,31,F
2/23/19,01:00,INJURED,32,M
2/23/19,21:05,INJURED,32,M
2/23/19,20:15,INJURED,38,M
2/23/19,09:45,INJURED,50,M
2/23/19,11:30,INJURED,57,F
2/23/19,20:00,INJURED,60,F
2/23/19,15:20,INJURED,63,M
2/24/19,12:45,INJURED,23,M
2/24/19,23:00,INJURED,26,M
2/24/19,16:30,INJURED,27,M
2/24/19,12:00,INJURED,30,F
2/24/19,20:25,INJURED,39,M
2/24/19,09:10,INJURED,52,F
2/24/19,11:20,INJURED,57,M
2/24/19,12:40,INJURED,57,M
2/24/19,17:40,INJURED,59,M
2/24/19,19:40,INJURED,63,M
2/24/19,16:35,INJURED,83,M
2/24/19,14:00,INJURED,0,M
2/25/19,17:05,INJURED,24,M
2/25/19,14:30,INJURED,25,M
2/25/19,15:40,INJURED,25,F
2/25/19,17:15,INJURED,35,M
2/25/19,14:50,INJURED,36,F
2/25/19,13:30,INJURED,41,M
2/25/19,19:20,INJURED,49,M
2/25/19,18:55,INJURED,50,M
2/25/19,07:30,INJURED,60,M
2/25/19,06:40,INJURED,86,F
2/25/19,12:00,INJURED,0,M
2/25/19,18:00,INJURED,0,F
2/26/19,20:40,INJURED,23,M
2/26/19,17:33,INJURED,28,F
2/26/19,05:45,INJURED,28,M
2/26/19,00:15,INJURED,29,M
2/26/19,07:00,INJURED,34,M
2/26/19,18:05,INJURED,36,M
2/26/19,16:00,INJURED,37,M
2/26/19,10:50,INJURED,39,M
2/26/19,07:30,INJURED,40,M
2/26/19,18:40,INJURED,49,M
2/26/19,14:25,INJURED,49,M
2/26/19,12:05,INJURED,53,M
2/26/19,02:00,INJURED,56,M
2/26/19,06:15,INJURED,59,M
2/26/19,12:30,INJURED,62,M
2/26/19,12:55,INJURED,65,M
2/26/19,19:30,INJURED,71,F
2/26/19,18:20,INJURED,75,M
2/26/19,11:10,INJURED,88,M
2/26/19,13:55,INJURED,93,F
2/26/19,07:30,INJURED,0,F
2/26/19,19:10,INJURED,0,M
2/27/19,19:40,INJURED,24,M
2/27/19,22:00,INJURED,28,F
2/27/19,18:35,INJURED,29,M
2/27/19,16:15,INJURED,35,M
2/27/19,21:25,INJURED,43,F
2/27/19,20:55,INJURED,44,M
2/27/19,19:19,INJURED,45,M
2/27/19,20:00,INJURED,50,F
2/27/19,08:00,INJURED,70,M
2/27/19,18:30,INJURED,0,M
2/28/19,18:40,INJURED,21,F
2/28/19,20:00,INJURED,21,F
2/28/19,20:25,INJURED,22,F
2/28/19,20:40,INJURED,36,M
2/28/19,20:30,INJURED,36,M
2/28/19,18:00,INJURED,38,M
2/28/19,16:20,INJURED,40,M
2/28/19,20:39,INJURED,48,M
2/28/19,19:30,INJURED,49,F
2/28/19,18:20,INJURED,52,M
2/28/19,21:43,INJURED,55,M
2/28/19,09:05,INJURED,56,M
2/28/19,19:30,INJURED,58,F
2/28/19,22:35,INJURED,59,M
2/28/19,14:10,INJURED,60,F
2/28/19,19:55,INJURED,63,F
2/28/19,11:50,INJURED,71,F
3/1/19,12:45,INJURED,22,F
3/1/19,12:10,INJURED,22,F
3/1/19,09:00,NONE,24,F
3/1/19,10:50,INJURED,27,F
3/1/19,15:25,INJURED,29,M
3/1/19,13:45,INJURED,29,M
3/1/19,18:15,INJURED,33,M
3/1/19,08:15,INJURED,40,M
3/1/19,13:45,INJURED,43,M
3/1/19,19:35,INJURED,44,M
3/1/19,20:50,INJURED,46,F
3/1/19,18:45,INJURED,55,M
3/1/19,00:01,INJURED,57,M
3/1/19,16:00,NONE,58,F
3/1/19,07:20,INJURED,59,M
3/1/19,09:15,INJURED,64,M
3/1/19,08:40,INJURED,65,M
3/1/19,07:50,INJURED,67,M
3/1/19,17:20,INJURED,68,M
3/1/19,22:55,INJURED,70,F
3/1/19,11:10,INJURED,82,F
3/1/19,15:55,INJURED,0,M
3/1/19,16:30,INJURED,0,M
3/1/19,16:00,INJURED,0,F
3/2/19,00:10,INJURED,22,M
3/2/19,02:25,INJURED,22,F
3/2/19,21:10,INJURED,24,M
3/2/19,13:30,INJURED,34,M
3/2/19,23:35,NONE,35,M
3/2/19,13:00,INJURED,39,M
3/2/19,03:00,INJURED,60,M
3/2/19,10:00,INJURED,60,M
3/2/19,13:25,INJURED,62,M
3/2/19,19:10,INJURED,70,M
3/2/19,12:15,INJURED,76,F
3/2/19,19:41,INJURED,0,M
3/2/19,20:50,INJURED,0,M
3/3/19,04:45,INJURED,22,M
3/3/19,18:35,INJURED,24,F
3/3/19,16:20,INJURED,25,M
3/3/19,09:30,INJURED,31,F
3/3/19,21:45,INJURED,31,F
3/3/19,21:00,INJURED,46,M
3/3/19,16:50,INJURED,47,M
3/3/19,22:50,NONE,50,M
3/3/19,18:55,INJURED,74,M
3/3/19,12:15,INJURED,89,F
3/3/19,12:45,INJURED,0,M
3/4/19,09:10,INJURED,24,F
3/4/19,17:55,NONE,25,F
3/4/19,20:35,INJURED,29,M
3/4/19,14:50,NONE,32,F
3/4/19,18:10,INJURED,32,M
3/4/19,08:25,INJURED,36,F
3/4/19,14:05,INJURED,47,F
3/4/19,07:45,INJURED,50,M
3/4/19,07:00,INJURED,54,M
3/4/19,11:15,INJURED,62,M
3/4/19,10:40,INJURED,75,F
3/4/19,15:30,NONE,82,F
3/4/19,15:35,INJURED,0,M
3/5/19,12:45,INJURED,22,M
3/5/19,07:40,INJURED,33,F
3/5/19,19:00,INJURED,49,M
3/5/19,05:00,INJURED,50,M
3/5/19,07:20,INJURED,52,M
3/5/19,12:20,INJURED,64,F
3/5/19,11:20,INJURED,84,F
3/5/19,19:05,INJURED,0,F
3/5/19,16:40,INJURED,0,M
3/5/19,15:10,INJURED,0,M
3/5/19,15:30,INJURED,0,M
3/5/19,10:00,INJURED,0,M
3/5/19,19:20,INJURED,0,F
3/6/19,20:10,INJURED,29,M
3/6/19,15:40,INJURED,32,F
3/6/19,13:15,INJURED,33,M
3/6/19,23:10,INJURED,37,M
3/6/19,19:10,INJURED,42,M
3/6/19,17:00,INJURED,49,M
3/6/19,13:05,INJURED,50,M
3/6/19,11:30,INJURED,52,F
3/6/19,10:20,INJURED,65,F
3/6/19,06:55,INJURED,0,M
3/6/19,17:30,INJURED,0,M
3/7/19,08:00,INJURED,27,F
3/7/19,22:00,INJURED,27,M
3/7/19,13:15,INJURED,29,M
3/7/19,19:25,INJURED,31,F
3/7/19,12:20,INJURED,31,F
3/7/19,17:55,INJURED,36,M
3/7/19,00:45,INJURED,36,M
3/7/19,20:45,INJURED,38,M
3/7/19,09:10,INJURED,38,M
3/7/19,18:45,INJURED,40,M
3/7/19,19:40,INJURED,42,M
3/7/19,17:10,INJURED,46,F
3/7/19,11:20,INJURED,46,M
3/7/19,11:35,INJURED,54,F
3/7/19,16:45,INJURED,54,M
3/7/19,09:00,INJURED,55,M
3/7/19,08:20,INJURED,58,M
3/7/19,12:15,INJURED,63,F
3/7/19,07:55,INJURED,67,F
3/7/19,16:00,INJURED,81,M
3/7/19,13:30,INJURED,0,M
3/8/19,23:40,INJURED,29,M
3/8/19,19:10,INJURED,32,F
3/8/19,17:00,INJURED,38,M
3/8/19,07:40,INJURED,39,M
3/8/19,21:10,INJURED,40,F
3/8/19,15:15,INJURED,55,F
3/8/19,05:20,INJURED,90,M
3/9/19,18:40,INJURED,21,M
3/9/19,17:15,INJURED,29,F
3/9/19,16:55,INJURED,31,M
3/9/19,16:50,INJURED,34,M
3/9/19,17:25,INJURED,38,M
3/9/19,16:40,INJURED,50,M
3/9/19,14:45,INJURED,55,M
3/9/19,00:30,INJURED,55,M
3/9/19,22:35,INJURED,57,M
3/9/19,18:35,INJURED,63,M
3/9/19,09:00,INJURED,70,M
3/10/19,18:00,INJURED,25,M
3/10/19,11:35,INJURED,27,M
3/10/19,21:30,INJURED,27,M
3/10/19,19:40,INJURED,28,F
3/10/19,12:05,INJURED,29,F
3/10/19,12:10,INJURED,63,M
3/10/19,20:50,INJURED,65,F
3/10/19,22:15,INJURED,90,F
3/11/19,21:05,INJURED,25,M
3/11/19,08:40,INJURED,30,M
3/11/19,17:30,INJURED,35,F
3/11/19,06:20,INJURED,38,F
3/11/19,21:20,INJURED,50,M
3/11/19,16:00,INJURED,60,F
3/11/19,19:35,INJURED,61,M
3/11/19,21:55,INJURED,64,F
3/11/19,06:30,INJURED,66,F
3/11/19,10:00,INJURED,0,F
3/12/19,03:10,INJURED,26,M
3/12/19,20:40,INJURED,28,F
3/12/19,07:50,INJURED,47,M
3/12/19,23:15,INJURED,49,F
3/12/19,20:40,INJURED,61,M
3/12/19,17:55,INJURED,65,F
3/12/19,15:45,INJURED,71,M
3/12/19,06:40,INJURED,76,F
3/12/19,11:00,NONE,0,M
3/12/19,13:40,INJURED,0,M
3/12/19,07:30,INJURED,0,X
3/12/19,15:05,INJURED,0,F
3/13/19,08:50,INJURED,25,F
3/13/19,10:15,INJURED,31,M
3/13/19,06:45,INJURED,31,F
3/13/19,04:55,INJURED,32,M
3/13/19,20:30,INJURED,36,M
3/13/19,19:30,INJURED,58,F
3/13/19,20:10,INJURED,61,M
3/13/19,12:40,INJURED,62,F
3/13/19,15:25,INJURED,64,M
3/13/19,17:05,INJURED,75,M
3/13/19,07:55,INJURED,93,M
3/13/19,10:10,INJURED,0,F
3/13/19,18:50,INJURED,0,F
3/13/19,08:25,INJURED,0,M
3/14/19,19:00,INJURED,25,M
3/14/19,10:50,INJURED,29,M
3/14/19,08:10,INJURED,30,F
3/14/19,14:00,INJURED,34,F
3/14/19,15:05,INJURED,35,F
3/14/19,14:05,INJURED,37,F
3/14/19,19:10,INJURED,39,M
3/14/19,09:54,INJURED,39,M
3/14/19,13:53,INJURED,48,F
3/14/19,21:35,INJURED,49,M
3/14/19,14:50,INJURED,50,F
3/14/19,16:00,INJURED,50,M
3/14/19,08:15,INJURED,51,F
3/14/19,16:50,INJURED,54,M
3/14/19,18:05,INJURED,58,F
3/14/19,17:40,INJURED,60,M
3/14/19,16:40,INJURED,62,M
3/14/19,13:45,INJURED,74,M
3/14/19,16:40,INJURED,75,M
3/14/19,20:10,INJURED,80,F
3/14/19,23:00,INJURED,0,M
3/14/19,07:40,INJURED,0,M
3/14/19,21:00,INJURED,0,M
3/14/19,13:00,INJURED,0,M
3/15/19,08:25,INJURED,25,M
3/15/19,02:15,INJURED,26,M
3/15/19,17:10,NONE,29,M
3/15/19,20:15,INJURED,29,M
3/15/19,14:50,INJURED,33,F
3/15/19,08:10,INJURED,35,F
3/15/19,21:50,INJURED,37,M
3/15/19,20:15,INJURED,40,M
3/15/19,05:40,INJURED,44,F
3/15/19,16:21,INJURED,46,M
3/15/19,03:30,INJURED,49,F
3/15/19,17:40,INJURED,52,F
3/15/19,19:45,INJURED,55,F
3/15/19,20:19,INJURED,59,F
3/15/19,11:15,INJURED,63,F
3/15/19,21:08,INJURED,65,F
3/15/19,07:40,INJURED,66,M
3/15/19,20:45,INJURED,66,M
3/15/19,07:42,INJURED,0,F
3/15/19,09:05,INJURED,0,F
3/15/19,15:40,INJURED,0,F
3/15/19,06:35,INJURED,0,F
3/16/19,18:50,INJURED,20,M
3/16/19,10:07,INJURED,21,M
3/16/19,22:25,INJURED,25,M
3/16/19,22:35,NONE,28,F
3/16/19,07:30,INJURED,33,F
3/16/19,20:45,INJURED,34,M
3/16/19,15:50,INJURED,50,F
3/16/19,15:00,INJURED,57,M
3/16/19,18:20,INJURED,63,M
3/16/19,13:00,INJURED,71,M
3/17/19,16:00,INJURED,24,F
3/17/19,16:00,INJURED,26,F
3/17/19,06:10,INJURED,27,M
3/17/19,21:35,INJURED,35,M
3/17/19,23:35,INJURED,41,F
3/17/19,08:20,INJURED,48,M
3/17/19,20:40,INJURED,54,M
3/17/19,20:30,INJURED,63,M
3/17/19,10:30,INJURED,0,F
3/17/19,17:30,INJURED,0,M
3/18/19,08:45,INJURED,22,M
3/18/19,13:50,INJURED,25,M
3/18/19,21:15,INJURED,25,F
3/18/19,14:15,INJURED,28,M
3/18/19,23:45,INJURED,40,M
3/18/19,13:30,INJURED,42,F
3/18/19,15:50,INJURED,43,M
3/18/19,23:45,INJURED,45,M
3/18/19,12:55,INJURED,46,M
3/18/19,09:15,INJURED,47,M
3/18/19,14:30,INJURED,49,M
3/18/19,04:40,INJURED,54,F
3/18/19,19:30,INJURED,60,F
3/18/19,15:35,INJURED,66,M
3/18/19,16:50,INJURED,67,F
3/18/19,14:25,INJURED,75,M
3/18/19,20:15,INJURED,83,F
3/18/19,08:17,INJURED,83,M
3/18/19,07:35,INJURED,0,M
3/18/19,16:40,INJURED,0,F
3/18/19,19:25,INJURED,0,M
3/18/19,21:35,INJURED,0,M
3/18/19,13:00,INJURED,0,M
3/19/19,11:30,INJURED,18,M
3/19/19,17:50,INJURED,19,F
3/19/19,20:35,NONE,21,M
3/19/19,07:50,INJURED,28,F
3/19/19,20:25,INJURED,33,F
3/19/19,19:30,NONE,40,M
3/19/19,11:30,INJURED,43,F
3/19/19,09:50,INJURED,49,F
3/19/19,18:25,INJURED,51,M
3/19/19,21:10,INJURED,52,M
3/19/19,21:45,INJURED,55,M
3/19/19,12:30,NONE,62,F
3/19/19,17:11,INJURED,62,M
3/19/19,11:15,INJURED,74,F
3/19/19,19:45,INJURED,0,M
3/20/19,20:00,INJURED,11,M
3/20/19,19:30,INJURED,24,M
3/20/19,18:30,INJURED,25,F
3/20/19,09:00,INJURED,34,F
3/20/19,21:55,INJURED,35,M
3/20/19,16:55,INJURED,37,F
3/20/19,11:40,INJURED,44,M
3/20/19,16:30,INJURED,48,M
3/20/19,20:55,INJURED,50,M
3/20/19,12:30,INJURED,52,M
3/20/19,08:40,INJURED,0,M
3/21/19,20:00,INJURED,22,M
3/21/19,22:45,INJURED,22,M
3/21/19,23:10,INJURED,22,M
3/21/19,22:40,INJURED,22,F
3/21/19,17:07,INJURED,23,F
3/21/19,11:45,INJURED,29,M
3/21/19,11:20,INJURED,32,F
3/21/19,12:30,INJURED,39,F
3/21/19,12:35,INJURED,39,M
3/21/19,15:35,NONE,44,M
3/21/19,12:05,INJURED,49,F
3/21/19,05:25,INJURED,51,M
3/21/19,11:40,INJURED,51,M
3/21/19,19:45,INJURED,55,M
3/21/19,21:55,INJURED,56,M
3/21/19,20:05,INJURED,62,M
3/21/19,07:40,INJURED,71,F
3/21/19,07:10,INJURED,73,M
3/21/19,20:15,INJURED,87,M
3/21/19,12:10,NONE,0,M
3/21/19,01:10,INJURED,0,F
3/21/19,16:00,INJURED,0,F
3/22/19,17:40,INJURED,12,F
3/22/19,20:20,INJURED,17,M
3/22/19,14:40,INJURED,23,M
3/22/19,05:15,INJURED,24,F
3/22/19,16:10,INJURED,25,M
3/22/19,08:00,INJURED,27,F
3/22/19,17:55,INJURED,30,M
3/22/19,06:10,INJURED,36,M
3/22/19,11:45,INJURED,40,M
3/22/19,17:50,INJURED,45,M
3/22/19,07:52,INJURED,48,F
3/22/19,06:50,INJURED,50,F
3/22/19,13:30,INJURED,51,M
3/22/19,17:45,INJURED,59,M
3/22/19,11:20,INJURED,60,F
3/22/19,06:44,INJURED,66,F
3/22/19,09:30,INJURED,69,F
3/22/19,09:50,INJURED,72,F
3/22/19,10:44,INJURED,75,M
3/22/19,18:21,NONE,0,M
3/22/19,15:20,INJURED,0,M
3/23/19,13:20,INJURED,22,M
3/23/19,16:10,INJURED,26,F
3/23/19,19:45,INJURED,26,F
3/23/19,09:30,INJURED,29,M
3/23/19,17:25,INJURED,30,F
3/23/19,11:40,INJURED,39,F
3/23/19,15:45,NONE,56,F
3/23/19,23:22,INJURED,99,M
3/23/19,13:00,INJURED,0,M
3/23/19,21:20,INJURED,0,F
3/24/19,02:05,NONE,20,F
3/24/19,19:15,INJURED,21,F
3/24/19,20:00,INJURED,22,M
3/24/19,21:40,INJURED,25,F
3/24/19,22:15,INJURED,26,M
3/24/19,17:45,INJURED,26,F
3/24/19,01:55,INJURED,29,M
3/24/19,03:30,INJURED,46,M
3/24/19,18:09,INJURED,51,M
3/24/19,17:45,INJURED,51,M
3/24/19,16:20,INJURED,0,M
3/24/19,17:44,INJURED,0,M
3/25/19,15:00,INJURED,27,M
3/25/19,16:10,INJURED,29,M
3/25/19,19:15,INJURED,32,M
3/25/19,07:55,INJURED,34,M
3/25/19,07:20,INJURED,39,F
3/25/19,23:40,INJURED,45,M
3/25/19,15:30,NONE,58,M
3/25/19,22:30,INJURED,65,M
3/25/19,00:30,INJURED,71,M
3/25/19,18:15,INJURED,74,M
3/25/19,13:55,INJURED,0,F
3/26/19,12:50,INJURED,22,F
3/26/19,19:15,INJURED,22,M
3/26/19,15:50,INJURED,23,M
3/26/19,11:45,INJURED,23,M
3/26/19,10:55,INJURED,25,M
3/26/19,11:25,INJURED,25,F
3/26/19,21:15,INJURED,29,M
3/26/19,20:05,INJURED,29,M
3/26/19,06:12,INJURED,30,M
3/26/19,18:30,INJURED,30,M
