date,time,injury,age,PED_ROLE,sex
10/04/2019,6:50,INJURED,22,Pedestrian,F
01/14/2018,23:30,INJURED,32,Pedestrian,F
10/11/2018,19:00,INJURED,65,Pedestrian,F
01/18/2018,18:45,INJURED,22,Pedestrian,M
10/02/2017,11:55,INJURED,77,Pedestrian,M
08/20/2018,16:00,INJURED,25,Pedestrian,F
02/04/2018,7:00,INJURED,55,Pedestrian,F
11/01/2018,14:57,INJURED,12,Pedestrian,M
09/15/2017,13:40,INJURED,25,Pedestrian,M
10/06/2017,19:17,INJURED,48,Pedestrian,M
08/25/2017,9:45,NONE,34,Pedestrian,M
09/15/2019,12:14,INJURED,69,Pedestrian,F
10/21/2018,16:10,INJURED,55,Pedestrian,F
06/22/2017,18:50,INJURED,16,Pedestrian,F
06/27/2019,18:00,INJURED,58,Pedestrian,M
02/21/2019,22:00,INJURED,31,Pedestrian,M
01/07/2018,20:10,INJURED,29,Pedestrian,F
08/23/2017,15:15,INJURED,25,Pedestrian,F
03/18/2018,22:50,INJURED,30,Pedestrian,M
11/12/2018,13:05,INJURED,80,Pedestrian,M
04/27/2019,12:30,NONE,5,Pedestrian,M
08/30/2018,12:00,INJURED,55,Pedestrian,F
10/20/2017,23:15,NONE,36,Pedestrian,F
01/07/2019,18:42,INJURED,28,Pedestrian,M
04/24/2017,17:25,INJURED,12,Pedestrian,M
09/24/2017,10:45,INJURED,23,Pedestrian,F
12/21/2017,10:26,INJURED,62,Pedestrian,F
06/23/2018,1:04,INJURED,21,Pedestrian,M
11/26/2017,15:05,INJURED,22,Pedestrian,M
06/19/2019,20:59,INJURED,58,Pedestrian,F
04/17/2017,8:35,NONE,25,Pedestrian,F
11/17/2017,18:06,INJURED,50,Pedestrian,F
02/04/2017,11:11,INJURED,19,Pedestrian,F
05/10/2018,21:15,INJURED,18,Pedestrian,M
07/26/2017,0:05,INJURED,47,Pedestrian,F
10/02/2019,19:00,INJURED,60,Pedestrian,F
05/30/2019,11:15,INJURED,74,Pedestrian,F
02/06/2019,8:32,NONE,57,Pedestrian,F
05/19/2017,6:48,INJURED,76,Pedestrian,M
06/03/2017,19:15,INJURED,12,Pedestrian,M
02/25/2017,16:05,INJURED,79,Pedestrian,F
12/15/2017,7:39,INJURED,13,Pedestrian,F
04/22/2018,17:25,INJURED,59,Pedestrian,F
09/15/2017,15:00,INJURED,0,Pedestrian,M
06/23/2017,10:40,INJURED,14,Pedestrian,F
10/11/2018,9:09,INJURED,38,Pedestrian,M
11/26/2018,20:52,INJURED,55,Pedestrian,M
12/17/2018,17:00,INJURED,24,Pedestrian,F
03/14/2019,18:55,INJURED,44,Pedestrian,F
06/27/2019,14:50,INJURED,15,Pedestrian,F
01/15/2018,17:50,INJURED,24,Pedestrian,F
02/06/2019,10:20,INJURED,47,Pedestrian,F
05/06/2019,7:05,INJURED,37,Pedestrian,M
01/06/2018,19:10,INJURED,58,Pedestrian,F
09/08/2017,18:49,INJURED,21,Pedestrian,F
12/14/2018,0:00,NONE,64,Pedestrian,M
03/19/2019,8:21,INJURED,60,Pedestrian,F
08/05/2017,21:10,INJURED,75,Pedestrian,M
03/23/2017,11:40,INJURED,66,Pedestrian,F
03/07/2018,19:20,INJURED,41,Pedestrian,M
06/29/2018,16:55,INJURED,14,Pedestrian,M
04/20/2017,20:15,INJURED,84,Pedestrian,F
02/06/2018,16:45,INJURED,16,Pedestrian,F
09/04/2017,15:05,NONE,74,Pedestrian,F
11/10/2017,7:40,NONE,31,Pedestrian,M
05/08/2017,16:45,INJURED,14,Pedestrian,M
02/27/2018,18:35,INJURED,34,Pedestrian,M
02/07/2018,15:15,INJURED,69,Pedestrian,F
03/29/2017,14:00,INJURED,62,Pedestrian,M
09/12/2017,16:31,INJURED,68,Pedestrian,F
11/04/2017,11:05,INJURED,87,Pedestrian,M
06/08/2018,7:40,INJURED,20,Pedestrian,F
10/18/2017,7:40,INJURED,61,Pedestrian,M
02/13/2017,19:00,INJURED,60,Pedestrian,M
03/09/2017,8:40,INJURED,35,Pedestrian,F
02/18/2017,15:20,INJURED,79,Pedestrian,M
07/25/2018,21:45,INJURED,32,Pedestrian,F
01/08/2019,6:50,INJURED,42,Pedestrian,F
01/30/2019,7:00,INJURED,17,Pedestrian,F
12/23/2017,12:55,INJURED,73,Pedestrian,F
09/05/2018,8:45,INJURED,54,Pedestrian,M
11/07/2018,18:51,NONE,0,Pedestrian,M
06/05/2018,15:00,INJURED,13,Pedestrian,M
09/18/2018,16:19,INJURED,11,Pedestrian,F
12/10/2018,17:30,INJURED,79,Pedestrian,M
11/24/2017,17:20,INJURED,58,Pedestrian,F
01/08/2018,18:00,NONE,25,Pedestrian,M
07/30/2018,20:45,INJURED,10,Pedestrian,M
12/20/2017,10:30,INJURED,54,Pedestrian,M
11/23/2018,17:00,NONE,64,Pedestrian,M
05/08/2018,21:43,INJURED,70,Pedestrian,M
04/01/2019,20:10,INJURED,28,Pedestrian,F
12/09/2018,16:30,INJURED,69,Pedestrian,F
10/04/2017,13:00,INJURED,85,Pedestrian,F
08/29/2019,7:45,INJURED,69,Pedestrian,M
07/27/2018,17:45,INJURED,20,Pedestrian,F
01/23/2017,19:15,INJURED,36,Pedestrian,M
10/05/2019,13:33,INJURED,70,Pedestrian,F
05/24/2019,12:47,INJURED,29,Pedestrian,F
01/23/2017,20:15,INJURED,48,Pedestrian,F
08/22/2018,20:49,INJURED,37,Pedestrian,F
08/28/2018,10:56,INJURED,38,Pedestrian,F
05/03/2019,18:00,INJURED,53,Pedestrian,M
01/04/2019,17:15,INJURED,68,Pedestrian,F
11/22/2017,11:44,INJURED,18,Pedestrian,M
04/01/2017,12:00,NONE,35,Pedestrian,M
08/23/2017,17:20,INJURED,0,Pedestrian,M
12/05/2018,17:25,INJURED,15,Pedestrian,F
08/26/2017,12:50,INJURED,13,Pedestrian,M
10/30/2017,11:30,NONE,22,Pedestrian,F
01/11/2017,12:30,INJURED,72,Pedestrian,F
03/02/2017,8:50,INJURED,49,Pedestrian,M
07/31/2018,8:15,INJURED,52,Pedestrian,F
03/13/2019,14:22,INJURED,22,Pedestrian,F
01/29/2019,19:50,INJURED,18,Pedestrian,M
12/14/2018,16:00,INJURED,53,Pedestrian,F
02/15/2019,5:38,INJURED,35,Pedestrian,M
01/24/2019,16:45,INJURED,18,Pedestrian,F
01/17/2017,18:00,INJURED,65,Pedestrian,F
05/24/2017,18:25,INJURED,9,Pedestrian,M
08/04/2017,9:00,INJURED,0,Pedestrian,M
05/26/2018,15:15,INJURED,40,Pedestrian,F
11/04/2018,0:00,INJURED,41,Pedestrian,F
04/01/2019,11:00,INJURED,24,Pedestrian,M
06/19/2018,8:42,INJURED,41,Pedestrian,M
01/23/2019,19:30,INJURED,12,Pedestrian,M
03/20/2019,6:47,NONE,30,Pedestrian,M
05/06/2019,16:45,INJURED,71,Pedestrian,F
02/25/2018,9:08,INJURED,25,Pedestrian,F
02/20/2017,11:13,INJURED,19,Pedestrian,M
07/06/2018,5:27,INJURED,25,Pedestrian,F
06/02/2018,19:20,INJURED,39,Pedestrian,M
08/26/2017,15:17,INJURED,7,Pedestrian,F
03/21/2019,15:50,INJURED,28,Pedestrian,M
10/30/2017,7:20,INJURED,23,Pedestrian,M
10/06/2019,0:30,NONE,25,Pedestrian,M
06/11/2019,16:40,INJURED,9,Pedestrian,F
10/16/2019,9:05,INJURED,52,Pedestrian,M
12/06/2017,13:25,INJURED,64,Pedestrian,F
05/19/2017,11:00,INJURED,17,Pedestrian,F
05/11/2017,9:20,INJURED,43,Pedestrian,M
07/08/2019,13:45,INJURED,16,Pedestrian,F
10/14/2019,17:35,INJURED,39,Pedestrian,F
10/08/2017,11:40,INJURED,53,Pedestrian,F
11/08/2017,16:00,NONE,52,Pedestrian,M
06/25/2017,18:05,INJURED,10,Pedestrian,F
10/23/2017,9:10,INJURED,21,Pedestrian,F
02/10/2019,14:00,INJURED,22,Pedestrian,M
01/25/2019,17:35,INJURED,10,Pedestrian,M
04/18/2017,13:20,INJURED,48,Pedestrian,F
08/28/2016,17:55,INJURED,64,Pedestrian,F
09/26/2018,23:40,INJURED,19,Pedestrian,F
10/11/2017,12:54,INJURED,38,Pedestrian,F
11/13/2018,8:50,INJURED,23,Pedestrian,M
02/23/2018,19:50,INJURED,17,Pedestrian,M
02/15/2018,20:15,INJURED,24,Pedestrian,M
11/04/2017,21:14,INJURED,32,Pedestrian,F
02/24/2017,13:24,INJURED,17,Pedestrian,M
03/28/2017,14:25,NONE,31,Pedestrian,F
11/05/2017,18:00,INJURED,58,Pedestrian,M
04/04/2019,2:12,INJURED,20,Pedestrian,F
09/04/2017,19:38,NONE,25,Pedestrian,F
02/18/2018,19:30,INJURED,34,Pedestrian,F
06/07/2018,16:14,INJURED,31,Pedestrian,M
02/06/2017,18:45,INJURED,16,Pedestrian,M
05/10/2019,13:17,NONE,29,Pedestrian,M
06/30/2017,6:13,INJURED,36,Pedestrian,M
04/15/2018,0:24,INJURED,27,Pedestrian,F
06/04/2018,18:25,INJURED,29,Pedestrian,M
03/24/2018,20:30,INJURED,63,Pedestrian,M
05/15/2018,23:45,INJURED,27,Pedestrian,F
01/13/2018,21:50,NONE,45,Pedestrian,M
03/26/2019,20:55,INJURED,27,Pedestrian,M
03/01/2019,19:25,INJURED,61,Pedestrian,M
02/08/2018,0:05,INJURED,39,Pedestrian,M
02/10/2018,19:20,INJURED,56,Pedestrian,M
10/08/2019,9:45,INJURED,57,Pedestrian,M
11/05/2018,18:10,INJURED,35,Pedestrian,F
10/02/2017,5:45,INJURED,52,Pedestrian,F
05/01/2018,7:19,INJURED,29,Pedestrian,F
08/27/2019,16:50,INJURED,4,Pedestrian,M
03/16/2018,22:38,NONE,33,Pedestrian,F
09/08/2019,0:00,INJURED,30,Pedestrian,M
03/01/2017,2:00,INJURED,21,Pedestrian,M
09/04/2017,0:00,INJURED,43,Pedestrian,M
01/23/2017,18:15,INJURED,24,Pedestrian,M
07/09/2018,8:00,INJURED,52,Pedestrian,M
02/04/2019,23:49,INJURED,23,Pedestrian,F
08/23/2019,14:00,INJURED,26,Pedestrian,F
10/27/2017,12:00,INJURED,47,Pedestrian,F
09/27/2017,17:56,INJURED,50,Pedestrian,F
06/18/2019,15:30,INJURED,20,Pedestrian,F
06/05/2019,17:55,INJURED,11,Pedestrian,F
03/26/2019,23:00,INJURED,26,Pedestrian,F
07/22/2017,21:30,INJURED,14,Pedestrian,M
10/04/2018,8:28,INJURED,57,Pedestrian,F
12/12/2017,16:30,INJURED,2,Pedestrian,M
03/07/2019,23:05,INJURED,23,Pedestrian,M
12/02/2018,17:43,INJURED,55,Pedestrian,F
03/15/2018,8:30,INJURED,6,Pedestrian,F
04/11/2019,7:30,INJURED,15,Pedestrian,M
12/19/2018,11:53,INJURED,65,Pedestrian,F
09/20/2019,5:34,INJURED,58,Pedestrian,F
05/13/2017,23:00,INJURED,19,Pedestrian,M
06/28/2017,12:00,INJURED,12,Pedestrian,M
02/18/2017,7:51,INJURED,73,Pedestrian,M
04/28/2017,15:05,INJURED,52,Pedestrian,F
05/01/2017,7:45,INJURED,22,Pedestrian,F
10/20/2019,18:25,INJURED,19,Pedestrian,F
07/28/2017,9:15,INJURED,8,Pedestrian,F
06/03/2019,15:20,INJURED,4,Pedestrian,M
03/13/2018,6:08,INJURED,28,Pedestrian,F
07/20/2017,21:15,INJURED,59,Pedestrian,F
10/11/2018,18:28,INJURED,60,Pedestrian,M
07/15/2019,12:35,INJURED,62,Pedestrian,F
08/05/2017,21:20,INJURED,13,Pedestrian,M
05/29/2019,8:55,INJURED,75,Pedestrian,F
03/09/2018,14:35,INJURED,21,Pedestrian,M
06/28/2018,21:00,INJURED,50,Pedestrian,M
02/03/2018,19:45,INJURED,25,Pedestrian,M
08/04/2019,17:30,INJURED,72,Pedestrian,M
06/16/2017,18:42,NONE,71,Pedestrian,M
05/15/2019,8:11,INJURED,13,Pedestrian,F
03/31/2017,15:00,INJURED,26,Pedestrian,F
02/02/2017,14:40,INJURED,23,Pedestrian,M
02/02/2019,21:22,INJURED,21,Pedestrian,F
01/12/2017,18:05,INJURED,45,Pedestrian,M
12/28/2018,16:45,INJURED,66,Pedestrian,F
10/05/2019,13:33,NONE,2,Pedestrian,M
10/17/2017,10:45,INJURED,18,Pedestrian,M
03/15/2018,15:20,INJURED,56,Pedestrian,M
11/06/2017,20:00,INJURED,26,Pedestrian,M
06/15/2017,8:01,INJURED,68,Pedestrian,M
05/05/2017,13:30,INJURED,0,Pedestrian,F
12/24/2018,19:00,INJURED,0,Pedestrian,M
04/29/2017,15:00,INJURED,25,Pedestrian,M
09/19/2018,22:50,INJURED,69,Pedestrian,F
04/17/2017,12:20,NONE,0,Pedestrian,M
06/20/2018,0:10,INJURED,56,Pedestrian,M
03/01/2018,18:15,INJURED,23,Pedestrian,F
04/28/2017,14:00,INJURED,63,Pedestrian,F
06/09/2019,15:59,KILLED,64,Pedestrian,M
02/21/2018,23:15,INJURED,25,Pedestrian,F
09/05/2018,13:00,INJURED,13,Pedestrian,F
11/07/2018,17:16,INJURED,18,Pedestrian,M
12/08/2017,17:30,INJURED,14,Pedestrian,F
11/05/2018,16:10,INJURED,58,Pedestrian,F
03/11/2019,17:51,INJURED,23,Pedestrian,F
10/02/2019,16:10,INJURED,36,Pedestrian,F
01/16/2019,8:12,INJURED,51,Pedestrian,M
07/29/2017,20:10,INJURED,24,Pedestrian,F
02/28/2019,18:55,INJURED,67,Pedestrian,M
10/04/2017,19:20,INJURED,22,Pedestrian,M
04/19/2017,19:47,INJURED,15,Pedestrian,F
09/26/2017,21:00,INJURED,51,Pedestrian,M
09/18/2017,17:15,INJURED,27,Pedestrian,F
12/04/2018,7:47,INJURED,45,Pedestrian,F
06/04/2017,0:39,INJURED,30,Pedestrian,M
07/19/2017,18:32,NONE,21,Pedestrian,M
03/13/2017,20:02,INJURED,37,Pedestrian,M
02/24/2017,20:04,INJURED,41,Pedestrian,F
06/22/2018,15:15,INJURED,36,Pedestrian,M
10/05/2018,19:57,INJURED,7,Pedestrian,M
11/26/2018,16:44,INJURED,13,Pedestrian,F
07/24/2019,11:55,INJURED,40,Pedestrian,M
01/18/2017,18:10,INJURED,42,Pedestrian,F
05/13/2019,15:05,INJURED,44,Pedestrian,M
04/26/2018,11:00,INJURED,84,Pedestrian,F
01/12/2019,11:13,INJURED,49,Pedestrian,M
07/30/2017,18:40,INJURED,32,Pedestrian,F
02/05/2019,11:45,INJURED,30,Pedestrian,F
08/16/2017,16:15,INJURED,48,Pedestrian,F
04/20/2017,7:50,INJURED,23,Pedestrian,F
09/10/2017,20:47,INJURED,62,Pedestrian,M
02/08/2017,21:20,NONE,24,Pedestrian,F
01/10/2019,19:19,NONE,34,Pedestrian,M
12/13/2018,8:45,INJURED,19,Pedestrian,M
04/13/2018,20:45,INJURED,30,Pedestrian,F
03/24/2017,22:00,INJURED,31,Pedestrian,F
09/26/2018,7:41,INJURED,11,Pedestrian,M
10/10/2019,23:10,INJURED,21,Pedestrian,F
02/23/2017,3:30,INJURED,30,Pedestrian,M
06/02/2017,18:25,INJURED,7,Pedestrian,F
04/17/2018,4:45,INJURED,81,Pedestrian,M
02/14/2018,16:25,INJURED,66,Pedestrian,F
07/19/2019,13:45,INJURED,41,Pedestrian,F
03/28/2018,14:50,INJURED,64,Pedestrian,M
01/05/2017,15:01,INJURED,72,Pedestrian,M
12/24/2017,14:04,INJURED,68,Pedestrian,M
11/30/2018,11:50,INJURED,14,Pedestrian,F
03/10/2019,1:40,INJURED,25,Pedestrian,F
10/12/2018,20:05,INJURED,26,Pedestrian,F
03/16/2018,21:45,NONE,4,Pedestrian,M
01/29/2019,21:19,KILLED,64,Pedestrian,F
05/08/2018,20:08,INJURED,29,Pedestrian,F
08/26/2017,23:00,INJURED,35,Pedestrian,M
11/15/2018,15:40,INJURED,16,Pedestrian,F
10/13/2017,16:59,INJURED,14,Pedestrian,F
12/27/2018,19:37,INJURED,38,Pedestrian,M
03/05/2019,10:33,INJURED,65,Pedestrian,M
12/04/2017,0:05,INJURED,39,Pedestrian,M
10/26/2017,7:10,INJURED,13,Pedestrian,F
02/25/2019,13:13,INJURED,34,Pedestrian,F
09/17/2018,21:00,INJURED,27,Pedestrian,F
01/09/2019,9:05,INJURED,33,Pedestrian,F
07/11/2017,6:20,INJURED,49,Pedestrian,F
03/17/2016,8:59,INJURED,13,Pedestrian,M
03/10/2017,18:30,INJURED,60,Pedestrian,F
01/24/2017,18:00,INJURED,64,Pedestrian,F
12/10/2018,19:15,INJURED,13,Pedestrian,F
05/10/2017,11:35,INJURED,50,Pedestrian,M
07/05/2017,17:15,NONE,0,Pedestrian,U
03/13/2017,21:00,INJURED,45,Pedestrian,F
05/23/2018,15:50,INJURED,21,Pedestrian,M
10/21/2019,8:50,INJURED,2,Pedestrian,F
09/26/2018,17:55,INJURED,49,Pedestrian,F
08/08/2018,17:20,INJURED,72,Pedestrian,F
06/11/2019,11:39,NONE,65,Pedestrian,M
07/10/2017,14:13,INJURED,19,Pedestrian,M
03/24/2017,18:40,INJURED,55,Pedestrian,F
01/08/2019,8:37,INJURED,0,Pedestrian,F
10/26/2018,8:05,INJURED,11,Pedestrian,M
04/01/2019,12:20,INJURED,39,Pedestrian,F
10/18/2019,5:49,INJURED,43,Pedestrian,M
03/19/2018,6:40,INJURED,11,Pedestrian,M
01/11/2019,15:40,INJURED,32,Pedestrian,M
03/22/2019,16:10,INJURED,32,Pedestrian,M
09/13/2019,15:00,INJURED,13,Pedestrian,F
04/01/2019,15:50,INJURED,78,Pedestrian,F
05/29/2017,13:15,INJURED,0,Pedestrian,M
08/31/2017,14:30,INJURED,24,Pedestrian,F
08/25/2019,4:29,NONE,26,Pedestrian,M
03/31/2017,6:50,INJURED,54,Pedestrian,F
12/26/2018,20:00,INJURED,30,Pedestrian,M
08/04/2018,21:39,INJURED,9,Pedestrian,F
11/21/2018,11:40,INJURED,21,Pedestrian,M
04/25/2019,14:32,INJURED,32,Pedestrian,M
06/05/2018,8:05,INJURED,43,Pedestrian,M
12/18/2017,12:45,INJURED,57,Pedestrian,F
04/18/2018,19:40,NONE,14,Pedestrian,M
01/02/2017,23:00,INJURED,34,Pedestrian,F
12/03/2018,18:45,INJURED,0,Pedestrian,M
02/25/2018,16:25,INJURED,12,Pedestrian,M
05/18/2019,18:00,INJURED,11,Pedestrian,M
06/25/2019,18:21,INJURED,69,Pedestrian,M
01/08/2019,6:10,INJURED,25,Pedestrian,F
01/30/2017,18:00,INJURED,44,Pedestrian,F
09/18/2019,20:00,INJURED,21,Pedestrian,F
10/27/2017,21:15,INJURED,30,Pedestrian,F
10/21/2018,18:28,INJURED,27,Pedestrian,M
10/29/2018,20:23,INJURED,0,Pedestrian,F
03/18/2018,18:05,INJURED,33,Pedestrian,M
01/04/2017,17:20,INJURED,30,Pedestrian,M
01/25/2018,9:35,INJURED,29,Pedestrian,F
11/30/2018,18:30,INJURED,39,Pedestrian,F
02/22/2018,17:54,INJURED,11,Pedestrian,M
10/24/2017,12:23,KILLED,69,Pedestrian,M
01/02/2018,12:05,INJURED,19,Pedestrian,M
10/04/2017,14:49,INJURED,26,Pedestrian,M
07/28/2018,12:10,INJURED,53,Pedestrian,F
10/17/2017,17:32,INJURED,23,Pedestrian,F
01/16/2019,14:34,INJURED,35,Pedestrian,F
10/09/2017,12:20,INJURED,77,Pedestrian,F
08/25/2018,16:52,INJURED,54,Pedestrian,M
04/12/2018,18:15,INJURED,28,Pedestrian,F
10/03/2019,18:56,INJURED,9,Pedestrian,M
10/19/2017,20:45,INJURED,65,Pedestrian,M
05/17/2017,16:10,INJURED,7,Pedestrian,M
02/06/2019,13:35,INJURED,32,Pedestrian,M
11/06/2017,18:30,INJURED,43,Pedestrian,F
10/24/2017,8:54,INJURED,53,Pedestrian,F
03/12/2019,20:15,INJURED,58,Pedestrian,F
03/29/2017,18:34,INJURED,42,Pedestrian,M
08/28/2018,18:25,INJURED,66,Pedestrian,M
09/04/2017,17:40,NONE,0,Pedestrian,M
06/14/2019,14:00,INJURED,56,Pedestrian,F
01/17/2019,10:43,INJURED,81,Pedestrian,F
04/10/2016,21:15,NONE,31,Pedestrian,F
08/10/2019,21:10,INJURED,33,Pedestrian,M
01/03/2019,7:00,INJURED,57,Pedestrian,M
04/19/2018,14:00,NONE,24,Pedestrian,F
03/13/2018,5:55,INJURED,26,Pedestrian,F
03/03/2017,18:45,INJURED,10,Pedestrian,M
04/02/2019,7:05,INJURED,12,Pedestrian,F
04/24/2017,17:00,INJURED,12,Pedestrian,M
08/08/2019,22:10,INJURED,16,Pedestrian,M
09/17/2019,18:12,INJURED,46,Pedestrian,F
05/14/2019,16:00,INJURED,66,Pedestrian,M
02/11/2019,7:48,INJURED,50,Pedestrian,M
01/08/2019,7:30,INJURED,64,Pedestrian,F
01/01/2017,4:35,INJURED,29,Pedestrian,M
01/20/2019,1:34,INJURED,12,Pedestrian,F
12/27/2018,6:47,INJURED,22,Pedestrian,F
01/08/2019,19:20,INJURED,41,Pedestrian,M
01/31/2017,10:05,INJURED,63,Pedestrian,M
01/03/2018,17:55,INJURED,12,Pedestrian,M
09/28/2019,20:17,INJURED,55,Pedestrian,M
02/07/2019,20:06,INJURED,34,Pedestrian,F
02/21/2018,9:30,INJURED,28,Pedestrian,M
10/20/2019,19:00,INJURED,70,Pedestrian,M
11/21/2017,8:50,INJURED,14,Pedestrian,M
08/13/2017,18:45,INJURED,35,Pedestrian,M
03/25/2017,22:30,INJURED,41,Pedestrian,M
09/21/2017,16:35,INJURED,62,Pedestrian,F
11/22/2017,15:14,INJURED,10,Pedestrian,M
04/21/2017,14:25,INJURED,12,Pedestrian,F
09/18/2018,20:40,INJURED,28,Pedestrian,F
11/22/2018,14:00,NONE,26,Pedestrian,M
12/20/2018,20:11,INJURED,60,Pedestrian,F
03/20/2017,8:30,INJURED,86,Pedestrian,M
08/02/2019,7:17,INJURED,2,Pedestrian,M
03/02/2018,5:40,INJURED,36,Pedestrian,M
04/18/2017,16:45,INJURED,69,Pedestrian,M
05/15/2017,14:50,INJURED,11,Pedestrian,M
02/10/2017,18:38,INJURED,7,Pedestrian,M
11/14/2018,12:43,INJURED,6,Pedestrian,M
10/07/2018,22:50,INJURED,70,Pedestrian,M
08/18/2019,17:56,INJURED,25,Pedestrian,M
05/13/2017,22:30,INJURED,57,Pedestrian,F
06/01/2018,17:05,INJURED,31,Pedestrian,M
04/30/2019,12:18,INJURED,31,Pedestrian,F
01/29/2018,16:00,INJURED,2,Pedestrian,F
09/12/2019,14:26,NONE,0,Pedestrian,U
02/25/2017,9:40,INJURED,29,Pedestrian,M
08/20/2019,13:21,INJURED,70,Pedestrian,F
09/21/2017,11:30,INJURED,31,Pedestrian,F
08/18/2017,19:40,INJURED,26,Pedestrian,M
12/31/2018,16:55,INJURED,79,Pedestrian,M
04/24/2019,19:15,INJURED,66,Pedestrian,F
10/28/2018,17:35,INJURED,36,Pedestrian,F
06/19/2017,10:30,INJURED,28,Pedestrian,F
02/20/2018,7:00,INJURED,31,Pedestrian,M
01/28/2019,11:05,INJURED,47,Pedestrian,F
06/17/2017,19:40,INJURED,69,Pedestrian,F
02/10/2019,18:00,INJURED,86,Pedestrian,M
05/29/2018,0:00,INJURED,22,Pedestrian,F
11/07/2018,15:15,INJURED,26,Pedestrian,F
07/09/2017,9:30,INJURED,39,Pedestrian,M
12/30/2018,17:55,INJURED,52,Pedestrian,F
01/23/2017,12:15,INJURED,36,Pedestrian,F
09/28/2017,13:01,INJURED,58,Pedestrian,F
07/01/2019,11:13,INJURED,46,Pedestrian,M
01/23/2017,19:25,INJURED,47,Pedestrian,F
11/08/2017,8:30,INJURED,25,Pedestrian,F
06/11/2019,16:15,INJURED,81,Pedestrian,M
12/31/2018,22:30,INJURED,20,Pedestrian,M
08/26/2019,21:00,INJURED,19,Pedestrian,F
03/06/2019,19:00,INJURED,31,Pedestrian,M
02/13/2017,16:44,INJURED,44,Pedestrian,F
10/27/2018,19:12,INJURED,23,Pedestrian,F
01/28/2019,16:30,INJURED,26,Pedestrian,F
01/29/2019,21:00,INJURED,17,Pedestrian,M
06/18/2018,14:44,INJURED,47,Pedestrian,M
07/24/2017,18:10,INJURED,57,Pedestrian,F
12/16/2017,16:50,INJURED,42,Pedestrian,F
02/03/2017,23:51,NONE,20,Pedestrian,M
09/24/2018,8:30,INJURED,40,Pedestrian,M
09/08/2017,17:20,NONE,21,Pedestrian,M
03/17/2017,17:50,INJURED,66,Pedestrian,M
10/27/2017,15:00,INJURED,5,Pedestrian,F
08/20/2017,21:35,INJURED,66,Pedestrian,F
04/04/2017,20:30,INJURED,24,Pedestrian,F
11/14/2018,21:30,INJURED,34,Pedestrian,M
10/04/2019,5:40,INJURED,27,Pedestrian,F
01/26/2017,15:03,INJURED,13,Pedestrian,M
10/13/2017,13:29,INJURED,18,Pedestrian,M
04/29/2019,22:30,INJURED,19,Pedestrian,F
12/21/2018,19:13,NONE,1,Pedestrian,F
01/06/2019,18:45,INJURED,33,Pedestrian,M
09/20/2018,1:00,INJURED,53,Pedestrian,F
07/03/2018,18:00,NONE,0,Pedestrian,F
06/14/2018,8:58,INJURED,63,Pedestrian,M
02/08/2019,19:00,INJURED,64,Pedestrian,M
11/09/2017,12:00,INJURED,87,Pedestrian,F
06/30/2019,13:52,INJURED,64,Pedestrian,F
04/18/2019,12:00,INJURED,51,Pedestrian,F
10/31/2018,14:45,INJURED,0,Pedestrian,M
04/13/2018,0:45,INJURED,41,Pedestrian,M
02/15/2017,15:17,INJURED,11,Pedestrian,F
01/05/2018,15:25,INJURED,28,Pedestrian,
11/20/2018,19:14,INJURED,33,Pedestrian,M
08/29/2018,8:30,INJURED,69,Pedestrian,M
09/23/2018,11:30,INJURED,61,Pedestrian,F
05/08/2019,20:25,INJURED,24,Pedestrian,M
01/17/2018,10:40,INJURED,83,Pedestrian,M
01/30/2019,19:02,INJURED,61,Pedestrian,M
08/18/2018,4:10,INJURED,47,Pedestrian,M
04/12/2017,9:09,INJURED,39,Pedestrian,F
03/07/2018,13:15,INJURED,24,Pedestrian,M
06/18/2019,15:30,INJURED,64,Pedestrian,F
12/02/2017,1:27,INJURED,22,Pedestrian,F
07/10/2018,14:10,INJURED,34,Pedestrian,F
01/08/2018,21:30,INJURED,27,Pedestrian,M
05/26/2017,17:15,INJURED,67,Pedestrian,F
09/02/2017,22:00,INJURED,59,Pedestrian,F
04/06/2018,2:40,INJURED,29,Pedestrian,M
08/30/2018,17:00,INJURED,65,Pedestrian,F
07/30/2018,11:20,INJURED,81,Pedestrian,F
09/24/2018,14:30,INJURED,12,Pedestrian,F
10/28/2018,3:00,INJURED,26,Pedestrian,F
01/28/2017,14:53,INJURED,7,Pedestrian,M
10/22/2018,15:20,INJURED,14,Pedestrian,M
05/31/2017,17:24,INJURED,0,Pedestrian,U
01/07/2018,17:47,INJURED,44,Pedestrian,F
05/23/2018,14:00,INJURED,39,Pedestrian,M
10/18/2018,19:40,NONE,0,Pedestrian,M
03/28/2018,12:30,INJURED,70,Pedestrian,F
10/11/2017,21:04,INJURED,24,Pedestrian,F
06/12/2018,17:00,INJURED,25,Pedestrian,M
04/05/2017,11:00,INJURED,34,Pedestrian,M
09/04/2017,13:40,INJURED,18,Pedestrian,M
09/19/2018,11:22,INJURED,72,Pedestrian,F
10/16/2019,19:15,INJURED,56,Pedestrian,F
10/01/2018,10:00,INJURED,21,Pedestrian,M
03/02/2018,18:10,INJURED,33,Pedestrian,F
11/03/2018,16:40,NONE,37,Pedestrian,M
02/27/2017,19:12,INJURED,56,Pedestrian,F
12/08/2018,16:42,NONE,63,Pedestrian,F
06/21/2017,0:15,NONE,51,Pedestrian,F
